path,label
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70261_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70239_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70188_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70058_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70289_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70249_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70186_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70313_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70046_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70300_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70039_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70150_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70272_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70016_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70303_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70245_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70250_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70022_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70275_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70216_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70288_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70277_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70273_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70266_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70192_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70062_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70134_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70175_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70121_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70314_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70240_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70306_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70180_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70321_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70322_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70196_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70316_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70310_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70286_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70105_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70145_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70122_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70231_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70154_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70172_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70065_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70050_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70064_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70248_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70249_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70287_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70151_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70122_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70116_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70278_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70188_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70309_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70017_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70228_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70306_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70073_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70053_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70057_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70320_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70071_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70010_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70224_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70244_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70189_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70120_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70126_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70166_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70044_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70022_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70285_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70132_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70034_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70148_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70225_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70178_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70318_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70003_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70084_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70217_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70057_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70085_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70199_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70095_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70258_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70006_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70253_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70042_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70087_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70125_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70291_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70042_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70295_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70185_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70161_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70065_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70094_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70268_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70037_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70115_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70068_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70255_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70029_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70095_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70072_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70016_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70236_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70154_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70009_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70093_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70241_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70031_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70267_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70246_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70101_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70227_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70184_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70265_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70320_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70116_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70035_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70245_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70205_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70269_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70160_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70263_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70204_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70072_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70138_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70085_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70308_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70259_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70069_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70225_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70317_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70144_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70116_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70149_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70279_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70133_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70130_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70242_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70048_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70223_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70277_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70140_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70220_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70204_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70062_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70087_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70306_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70123_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70061_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70086_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70074_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70224_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70036_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70120_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70229_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70196_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70297_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70059_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70119_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70092_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70234_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70283_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70075_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70165_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70025_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70183_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70266_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70071_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70263_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70041_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70028_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70301_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70297_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70147_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70256_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70296_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70300_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70225_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70113_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70002_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70163_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70056_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70058_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70253_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70216_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70025_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70064_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70188_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70189_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70127_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70169_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70323_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70162_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70180_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70031_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70130_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70103_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70232_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70039_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70268_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70115_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70082_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70019_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70240_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70125_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70031_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70083_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70144_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70095_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70225_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70215_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70211_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70089_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70140_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70035_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70078_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70115_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70278_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70226_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70268_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70315_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70130_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70314_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70235_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70247_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70311_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70169_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70293_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70058_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70122_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70200_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70017_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70008_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70312_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70026_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70161_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70207_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70317_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70299_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70236_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70032_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70058_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70306_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70134_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70069_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70114_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70128_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70304_5_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70156_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70305_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70214_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70135_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70091_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70075_1_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70066_4_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70275_3_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70308_2_abusive.npy,abusive
/root/autodl-tmp/VadCLIP-main/clip_features/abusive/video70236_5_abusive.npy,abusive
